R,Key.enter,1719247387399521000
P,'f',1719247393104488000
R,'f',1719247393153424000
P,'a',1719247393256608000
R,'a',1719247393336832000
P,Key.enter,1719247394433998000
R,Key.enter,1719247394502872000
P,'f',1719247414411740000
R,'f',1719247414483650000
P,'d',1719247414822150000
R,'d',1719247414903468000
P,'p',1719247415127034000
R,'p',1719247415211770000
P,'1',1719247415691848000
R,'1',1719247415767626000
P,'s',1719247419763843000
R,'s',1719247419848307000
P,'o',1719247420034699000
R,'o',1719247420149319000
P,'c',1719247420244288000
R,'c',1719247420330824000
P,'i',1719247420336765000
R,'i',1719247420445381000
P,'a',1719247420553224000
R,'a',1719247420630467000
P,'l',1719247420678684000
R,'l',1719247420765082000
P,Key.shift,1719247421013570000
P,'@',1719247421363331000
R,Key.shift,1719247421445045000
R,'2',1719247421472996000
P,'g',1719247421770951000
R,'g',1719247421836516000
P,'m',1719247421903486000
R,'m',1719247421994623000
P,'a',1719247422037935000
P,'i',1719247422126803000
R,'a',1719247422136276000
R,'i',1719247422204936000
P,'l',1719247422259897000
R,'l',1719247422342142000
P,'.',1719247422547997000
R,'.',1719247422669749000
P,'c',1719247422745180000
P,'o',1719247422775037000
R,'c',1719247422822512000
R,'o',1719247422904956000
P,'m',1719247422939371000
R,'m',1719247423053025000
P,Key.shift,1719247425215606000
P,'S',1719247425481381000
R,Key.shift,1719247425548275000
R,'s',1719247425616436000
P,'o',1719247425714174000
R,'o',1719247425786558000
P,'c',1719247425897834000
R,'c',1719247425964557000
P,'i',1719247426355305000
R,'i',1719247426462371000
P,'a',1719247426631943000
R,'a',1719247426710079000
P,Key.shift,1719247428733590000
R,Key.shift,1719247429090532000
P,Key.shift,1719247432532634000
R,Key.shift,1719247433151177000
P,Key.media_volume_down,1719247459018210000
R,Key.media_volume_down,1719247459068475000
P,Key.shift,1719247585695855000
P,'T',1719247585866480000
R,Key.shift,1719247585933984000
P,'h',1719247585956922000
R,'t',1719247585958048000
R,'h',1719247586026702000
P,'e',1719247586088999000
R,'e',1719247586175889000
P,Key.space,1719247586200087000
R,Key.space,1719247586330653000
P,Key.backspace,1719247587411184000
R,Key.backspace,1719247587508392000
P,Key.backspace,1719247587616670000
R,Key.backspace,1719247587710331000
P,Key.backspace,1719247587830981000
R,Key.backspace,1719247587876058000
P,Key.backspace,1719247588575568000
R,Key.backspace,1719247588635386000
P,Key.shift,1719247589480061000
P,'T',1719247590160968000
R,'T',1719247590273317000
R,Key.shift,1719247590328213000
P,'h',1719247590344514000
R,'h',1719247590431389000
P,'e',1719247590995755000
R,'e',1719247591067358000
P,Key.space,1719247591150694000
R,Key.space,1719247591250504000
P,Key.backspace,1719247598007631000
R,Key.backspace,1719247598091585000
P,Key.backspace,1719247598241231000
R,Key.backspace,1719247598350189000
P,Key.backspace,1719247598500311000
R,Key.backspace,1719247598589886000
P,Key.backspace,1719247598833836000
R,Key.backspace,1719247598934536000
P,Key.shift,1719247601726379000
P,'T',1719247602631948000
R,Key.shift,1719247602742002000
P,'h',1719247602758203000
R,'t',1719247602764623000
R,'h',1719247602844028000
P,'e',1719247602914146000
R,'e',1719247602981003000
P,Key.space,1719247603026528000
R,Key.space,1719247603150766000
P,Key.backspace,1719247605080992000
R,Key.backspace,1719247605215852000
P,Key.backspace,1719247605350812000
R,Key.backspace,1719247605444176000
P,Key.backspace,1719247605567136000
R,Key.backspace,1719247605635177000
P,Key.backspace,1719247605919777000
R,Key.backspace,1719247606016025000
P,Key.shift,1719247606272185000
R,Key.shift,1719247606992483000
P,Key.shift,1719247607217152000
R,Key.shift,1719247609315297000
P,Key.shift,1719247609649209000
P,'T',1719247610933727000
R,Key.shift,1719247611099521000
R,'t',1719247611100621000
P,'h',1719247611106784000
R,'h',1719247611201301000
P,'e',1719247611284858000
R,'e',1719247611350614000
P,Key.space,1719247611356794000
R,Key.space,1719247611477815000
P,Key.backspace,1719247611952660000
R,Key.backspace,1719247612044310000
P,Key.backspace,1719247612143404000
R,Key.backspace,1719247612259515000
P,Key.backspace,1719247612340788000
R,Key.backspace,1719247612427604000
P,Key.backspace,1719247612518736000
R,Key.backspace,1719247612622766000
P,Key.shift,1719247614066994000
R,Key.shift,1719247614414779000
P,Key.shift,1719247614710280000
R,Key.shift,1719247615319343000
P,Key.shift,1719247616720301000
R,Key.shift,1719247616983646000
P,Key.shift,1719247617285411000
R,Key.shift,1719247617605123000
P,Key.shift,1719247618210256000
R,Key.shift,1719247618460773000
P,Key.shift,1719247619400689000
R,Key.shift,1719247621100255000
P,Key.shift,1719247622417279000
R,Key.shift,1719247622649574000
P,Key.shift,1719247640136521000
P,'I',1719247640372896000
R,Key.shift,1719247640446232000
R,'i',1719247640464736000
P,'t',1719247640535590000
R,'t',1719247640598261000
P,"""'""",1719247641376718000
P,'s',1719247641465786000
R,"""'""",1719247641502120000
R,'s',1719247641556940000
P,Key.space,1719247641557821000
R,Key.space,1719247641674487000
P,'h',1719247642760704000
R,'h',1719247642834586000
P,'e',1719247643018731000
R,'e',1719247643084168000
P,'a',1719247643204825000
R,'a',1719247643269186000
P,'r',1719247643389253000
R,'r',1719247643447198000
P,'t',1719247643567699000
R,'t',1719247643616058000
P,'w',1719247643817064000
R,'w',1719247643885313000
P,'a',1719247644023381000
R,'a',1719247644103144000
P,'r',1719247644234064000
R,'r',1719247644303606000
P,'m',1719247644376225000
R,'m',1719247644484127000
P,'i',1719247644568848000
R,'i',1719247644673982000
P,'n',1719247644756360000
R,'n',1719247644834773000
P,'g',1719247644923875000
R,'g',1719247644992827000
P,Key.space,1719247645022773000
R,Key.space,1719247645123247000
P,'h',1719247645650138000
R,'h',1719247645736668000
P,'o',1719247645806630000
P,'w',1719247645907549000
R,'o',1719247645910506000
R,'w',1719247646002245000
P,Key.space,1719247646003341000
R,Key.space,1719247646102486000
P,'t',1719247646209988000
P,'h',1719247646273589000
R,'t',1719247646276952000
R,'h',1719247646377931000
P,'e',1719247646483110000
R,'e',1719247646558070000
P,Key.space,1719247646585616000
R,Key.space,1719247646685563000
P,'p',1719247647242340000
R,'p',1719247647339948000
P,'l',1719247647471498000
R,'l',1719247647563428000
P,'a',1719247647575033000
R,'a',1719247647659835000
P,'y',1719247647784201000
R,'y',1719247647865610000
P,'e',1719247647960815000
P,'r',1719247648040566000
R,'e',1719247648076307000
R,'r',1719247648125902000
P,'s',1719247648253283000
R,'s',1719247648343595000
P,Key.space,1719247648400574000
R,Key.space,1719247648506650000
P,'r',1719247649858197000
P,'e',1719247649903934000
R,'r',1719247649952094000
R,'e',1719247650009836000
P,'a',1719247650132785000
R,'a',1719247650203137000
P,'l',1719247650344402000
R,'l',1719247650419815000
P,'l',1719247650502402000
R,'l',1719247650588699000
P,'y',1719247650594380000
R,'y',1719247650657782000
P,Key.space,1719247650732838000
R,Key.space,1719247650838312000
P,'u',1719247651181319000
R,'u',1719247651273379000
P,'n',1719247651382283000
R,'n',1719247651464169000
P,'d',1719247651574691000
R,'d',1719247651675619000
P,'e',1719247651680946000
P,'r',1719247651799384000
R,'e',1719247651841797000
R,'r',1719247651882140000
P,'t',1719247652000506000
R,'t',1719247652065934000
P,'a',1719247652723707000
R,'a',1719247652796140000
P,'k',1719247652866808000
R,'k',1719247652968342000
P,'e',1719247652982819000
R,'e',1719247653064940000
P,Key.space,1719247653126360000
R,Key.space,1719247653241072000
P,'t',1719247653290025000
R,'t',1719247653356839000
