Key,press_time,release_time,platform_ids,session_id,user_ids
Key.backspace,1.724622940229503e+18,46915072,2,3,44
Key.backspace,1.724622940360942e+18,50304000,2,3,44
Key.backspace,1.724622940496996e+18,44587776,2,3,44
Key.backspace,1.72462294062934e+18,53046016,2,3,44
'r',1.724622940757468e+18,65225984,2,3,44
'i',1.724622940840139e+18,55787008,2,3,44
'e',1.724622940947667e+18,62877952,2,3,44
's',1.724622941095733e+18,83056128,2,3,44
'.',1.724622941160021e+18,58204928,2,3,44
'v',1.724622946522262e+18,63449088,2,3,44
'i',1.72462294660916e+18,68564992,2,3,44
's',1.724622946754255e+18,104422912,2,3,44
'i',1.724622946901173e+18,89416960,2,3,44
't',1.724622947068365e+18,69229824,2,3,44
Key.backspace,1.724622955013969e+18,128627200,2,3,44
'e',1.724622955271182e+18,69889024,2,3,44
'd',1.724622955453649e+18,85385984,2,3,44
Key.space,1.724622955571264e+18,83323904,2,3,44
't',1.724622955792057e+18,77172992,2,3,44
'h',1.724622955909404e+18,74779136,2,3,44
'a',1.724622956041638e+18,77940992,2,3,44
't',1.72462295619501e+18,85359872,2,3,44
Key.backspace,1.724622959452152e+18,61470976,2,3,44
Key.backspace,1.724622959636756e+18,69899008,2,3,44
Key.backspace,1.724622960240682e+18,78811904,2,3,44
Key.right,1.72462296121239e+18,144269056,2,3,44
Key.right,1.72462296152678e+18,52449024,2,3,44
Key.backspace,1.724622961926634e+18,60392960,2,3,44
Key.backspace,1.724622962087103e+18,68187904,2,3,44
Key.space,1.724622962412304e+18,73112064,2,3,44
'U',1.724622963274496e+18,64450048,2,3,44
Key.shift,1.724622962898697e+18,445998080,2,3,44
'n',1.724622963435291e+18,81022208,2,3,44
'i',1.72462296357766e+18,81426176,2,3,44
't',1.724622963668171e+18,60168960,2,3,44
'e',1.724622963837607e+18,57636096,2,3,44
'd',1.724622963991636e+18,60651008,2,3,44
Key.space,1.724622964071068e+18,52820224,2,3,44
Key.shift,1.724622964189763e+18,220994048,2,3,44
't',1.724622964412291e+18,46883840,2,3,44
'a',1.724622964553108e+18,91025152,2,3,44
't',1.724622964657012e+18,66973952,2,3,44
'e',1.724622964853143e+18,58695936,2,3,44
's',1.724622965200917e+18,61564928,2,3,44
Key.space,1.724622965344402e+18,52497152,2,3,44
'w',1.724622965838011e+18,76316160,2,3,44
'i',1.724622965956429e+18,68209920,2,3,44
'l',1.724622966164574e+18,56690944,2,3,44
'l',1.724622966303241e+18,76102912,2,3,44
Key.space,1.724622972550694e+18,70577152,2,3,44
'x',1.72462297289605e+18,68862208,2,1,44
'x',1.724622973059063e+18,76733952,2,1,44
'x',1.724622973234351e+18,61953792,2,1,44
'x',1.724622973397697e+18,77348096,2,1,44
'x',1.724622974616816e+18,89772800,2,1,44
'y',1.724622976232157e+18,43616000,2,1,44
'y',1.724622976381009e+18,50366208,2,1,44
'y',1.724622976507425e+18,60249088,2,1,44
'y',1.724622976651712e+18,69133056,2,1,44
'y',1.724622976802989e+18,32209920,2,1,44
'd',1.724622999074388e+18,65127936,2,4,44
'o',1.724622999143101e+18,76454144,2,4,44
'w',1.724622999275543e+18,65963008,2,4,44
'n',1.724622999348194e+18,52301056,2,4,44
Key.enter,1.724623000786575e+18,67155968,2,4,44
Key.shift,1.724623005754348e+18,3150819072,2,4,44
't',1.72462300903734e+18,61910016,2,4,44
"""'""",1.724623009297777e+18,60158208,2,4,44
's',1.724623009386296e+18,57032960,2,4,44
Key.space,1.724623009492106e+18,54416128,2,4,44
't',1.72462301002502e+18,70918144,2,4,44
'h',1.72462301011241e+18,56166912,2,4,44
'e',1.724623010208438e+18,61946880,2,4,44
Key.space,1.72462301026501e+18,56332032,2,4,44
'c',1.724623010369649e+18,75507200,2,4,44
'o',1.724623010444086e+18,54110976,2,4,44
'v',1.724623010583997e+18,76531200,2,4,44
Key.backspace,1.724623011111123e+18,54341120,2,4,44
'n',1.724623011287633e+18,67282176,2,4,44
'v',1.724623011384944e+18,62274816,2,4,44
'e',1.724623011426967e+18,84258048,2,4,44
'r',1.724623011590473e+18,75790080,2,4,44
's',1.724623011795506e+18,54033152,2,4,44
'a',1.724623011823185e+18,93613056,2,4,44
't',1.724623012006759e+18,69513984,2,4,44
'i',1.724623012057934e+18,63169024,2,4,44
'o',1.7246230121943e+18,52574208,2,4,44
'n',1.724623012328544e+18,59414016,2,4,44
Key.space,1.724623012500145e+18,50829056,2,4,44
'b',1.724623013328259e+18,64419840,2,4,44
'e',1.724623013492179e+18,66415104,2,4,44
't',1.72462301354282e+18,75638016,2,4,44
'w',1.724623013701561e+18,65113856,2,4,44
'e',1.72462301388954e+18,57220864,2,4,44
'e',1.724623014040969e+18,58253056,2,4,44
'n',1.724623014084115e+18,55864064,2,4,44
Key.space,1.724623014227871e+18,59650048,2,4,44
'c',1.724623014337342e+18,58614016,2,4,44
'o',1.724623014434096e+18,65946880,2,4,44
'a',1.724623014488346e+18,139714816,2,4,44
'c',1.724623014586055e+18,123341056,2,4,44
'h',1.72462301468026e+18,37145856,2,4,44
Key.space,1.724623014861435e+18,51337216,2,4,44
'a',1.724623015060753e+18,76793088,2,4,44
'n',1.724623015130877e+18,49289984,2,4,44
'd',1.724623015201384e+18,93797120,2,4,44
Key.space,1.724623015277889e+18,39267072,2,4,44
'i',1.724623015407554e+18,75430912,2,4,44
't',1.724623015476083e+18,69892096,2,4,44
"""'""",1.724623015708927e+18,81049088,2,4,44
's',1.724623015816191e+18,69049088,2,4,44
Key.space,1.7246230159288e+18,48782080,2,4,44
'p',1.724623016656393e+18,43028992,2,4,44
Key.backspace,1.72462301715394e+18,51533056,2,4,44
't',1.724623017423107e+18,75607808,2,4,44
'e',1.724623017532492e+18,94441984,2,4,44
'a',1.724623017585962e+18,85629952,2,4,44
'm',1.72462301764723e+18,68532992,2,4,44
Key.space,1.724623018317565e+18,71149056,2,4,44
Key.backspace,1.724623018691191e+18,56622080,2,4,44
'.',1.724623020063334e+18,57207040,2,4,44
Key.space,1.724623020215692e+18,66470912,2,4,44
Key.shift,1.724623020459181e+18,351982848,2,4,44
'n',1.724623020915122e+18,51566080,2,4,44
'e',1.724623021002669e+18,69076992,2,4,44
Key.space,1.724623021079585e+18,34462976,2,4,44
'p',1.724623021241683e+18,50660096,2,4,44
'l',1.724623021374991e+18,63618816,2,4,44
'a',1.724623021458104e+18,73534976,2,4,44
'y',1.724623021560224e+18,69239040,2,1,44
'e',1.724623021664606e+18,67013120,2,4,44
'r',1.724623021819076e+18,69209856,2,4,44
Key.space,1.724623021937245e+18,45600000,2,4,44
'm',1.724623023684e+18,134945024,2,4,44
'i',1.724623023761739e+18,88004096,2,4,44
's',1.724623023884951e+18,70501888,2,4,44
'b',1.724623024421902e+18,55847936,2,4,44
'e',1.724623024543767e+18,65228032,2,4,44
'h',1.724623024644031e+18,59865088,2,4,44
'a',1.724623024829976e+18,69472000,2,4,44
'v',1.724623025175317e+18,63076096,2,4,44
'e',1.724623025288142e+18,52942848,2,4,44
'd',1.724623025431595e+18,53135104,2,4,44
Key.space,1.724623025511135e+18,47433984,2,4,44
'w',1.724623026154633e+18,99610112,2,4,44
'o',1.724623026245515e+18,36382976,2,4,44
't',1.724623026384564e+18,64047104,2,4,44
Key.backspace,1.72462302675578e+18,69114880,2,4,44
Key.backspace,1.724623026874265e+18,68134912,2,4,44
'i',1.724623027081572e+18,68666880,2,4,44
't',1.724623027218106e+18,60697856,2,4,44
'h',1.724623027321559e+18,47499008,2,4,44
Key.space,1.724623027487759e+18,75862784,2,4,44
't',1.724623027564819e+18,58050048,2,4,44
'h',1.724623027673763e+18,54071808,2,4,44
'e',1.724623027733943e+18,72876032,2,4,44
Key.space,1.724623027829338e+18,52845824,2,4,44
'c',1.724623027940195e+18,59234816,2,4,44
'o',1.724623028013151e+18,69391104,2,4,44
'a',1.724623028114574e+18,116505856,2,4,44
'h',1.724623028237712e+18,36863232,2,4,44
'c',1.72462302819468e+18,107311872,2,4,44
Key.space,1.72462302841075e+18,53090048,2,4,44
'a',1.72462302843348e+18,85533952,2,4,44
'n',1.72462302857726e+18,41650944,2,4,44
'd',1.724623028568773e+18,80010752,2,4,44
Key.space,1.724623028723886e+18,59121920,2,4,44
't',1.724623028766119e+18,67334144,2,4,44
'h',1.724623028886576e+18,49305856,2,4,44
'e',1.72462302893507e+18,67595008,2,4,44
Key.space,1.724623029026126e+18,52052992,2,4,44
'c',1.724623029134121e+18,69003008,2,4,44
'o',1.724623029227006e+18,60398080,2,4,44
'a',1.72462302931051e+18,89920000,2,4,44
'c',1.724623029425262e+18,86679808,2,4,44
'h',1.724623029487475e+18,31768064,2,4,44
Key.space,1.724623029689155e+18,47337984,2,4,44
't',1.724623030537544e+18,69950976,2,4,44
'a',1.724623030705161e+18,82300160,2,4,44
'u',1.72462303081866e+18,39001856,2,4,44
'i',1.724623030810731e+18,55087872,2,4,44
'g',1.724623030946099e+18,58353152,2,4,44
'h',1.724623031020862e+18,55497984,2,4,44
't',1.72462303116517e+18,56745984,2,4,44
Key.space,1.724623031319974e+18,73017088,2,4,44
'h',1.724623031562151e+18,47129088,2,4,44
'i',1.724623031678666e+18,97979136,2,4,44
'm',1.724623031815484e+18,77010176,2,4,44
Key.space,1.724623032003305e+18,53255936,2,4,44
'a',1.724623032109825e+18,77947904,2,4,44
Key.space,1.724623032183707e+18,51858176,2,4,44
'l',1.724623032390786e+18,72012032,2,4,44
'e',1.724623032497963e+18,54514944,2,4,44
's',1.724623032665314e+18,30388992,2,4,44
's',1.7246230328057e+18,75838976,2,4,44
'e',1.72462303306278e+18,66420224,2,4,44
Key.backspace,1.724623033499957e+18,56940032,2,4,44
'o',1.724623033705466e+18,60557824,2,4,44
'r',1.724623033762948e+18,57051904,2,4,44
'.',1.724623033889595e+18,65917184,2,4,44
Key.space,1.724623034006988e+18,54950912,2,4,44
Key.backspace,1.724623034349495e+18,63644928,2,4,44
Key.backspace,1.724623034501231e+18,51699968,2,4,44
Key.backspace,1.72462303463512e+18,49635840,2,4,44
'n',1.7246230353561e+18,59649024,2,4,44
'.',1.72462303558473e+18,63603968,2,4,44
Key.space,1.724623035844451e+18,60012800,2,4,44
'x',1.724623036525899e+18,76798976,2,1,44
'x',1.724623036683968e+18,65739008,2,1,44
'x',1.72462303686472e+18,52278016,2,1,44
'x',1.724623037019305e+18,68461056,2,1,44
'x',1.724623037415828e+18,92100096,2,1,44
'y',1.72462303796285e+18,53568000,2,1,44
'y',1.724623038112396e+18,50445056,2,1,44
'y',1.724623038240367e+18,68685824,2,1,44
'y',1.724623038392528e+18,61061120,2,1,44
'y',1.724623038524779e+18,43916032,2,1,44
'd',1.724623053812272e+18,68691968,2,5,44
'o',1.724623053914052e+18,68643840,2,5,44
'q',1.724623054029652e+18,90667008,2,5,44
'n',1.724623054126071e+18,57533952,2,5,44
Key.enter,1.724623054605319e+18,73678080,2,5,44
Key.shift,1.724623061411687e+18,167439104,2,5,44
'W',1.724623062473085e+18,47013120,2,5,44
Key.shift,1.72462306223402e+18,313324800,2,5,44
'i',1.724623062585356e+18,52386048,2,5,44
'l',1.724623062758517e+18,47568128,2,5,44
'l',1.72462306289341e+18,46317824,2,5,44
Key.space,1.724623063065747e+18,56290048,2,5,44
Key.shift,1.724623063414094e+18,156837888,2,5,44
'm',1.724623063609807e+18,110889984,2,5,44
'i',1.724623063686324e+18,106027008,2,5,44
't',1.724623063772001e+18,72445952,2,5,44
'h',1.724623063881103e+18,66043904,2,5,44
Key.space,1.724623064048614e+18,58683136,2,5,44
'g',1.724623064502516e+18,73677056,2,5,44
'o',1.724623064624593e+18,68285184,2,5,44
't',1.724623064747482e+18,80728832,2,5,44
Key.space,1.724623064843598e+18,43372032,2,5,44
'a',1.724623065238722e+18,65763840,2,5,44
'n',1.724623065320955e+18,60937216,2,5,44
'g',1.724623065676831e+18,64866048,2,5,44
'r',1.724623066326135e+18,64186880,2,5,44
'y',1.724623066440323e+18,61635840,2,1,44
Key.space,1.724623066612377e+18,59948032,2,5,44
'a',1.724623066777297e+18,69085184,2,5,44
't',1.724623066863835e+18,68043008,2,5,44
Key.space,1.724623067031183e+18,61377792,2,5,44
't',1.724623067119507e+18,64041984,2,5,44
'h',1.724623067202032e+18,57366784,2,5,44
'e',1.724623067284163e+18,64283904,2,5,44
Key.space,1.724623067349678e+18,58104832,2,5,44
's',1.724623067506991e+18,59450880,2,5,44
'h',1.724623067551778e+18,58199040,2,5,44
'o',1.724623067702151e+18,70771200,2,5,44
'w',1.724623067775121e+18,54003200,2,5,44
'h',1.724623068324108e+18,48335872,2,5,44
'o',1.724623068475154e+18,68105984,2,5,44
's',1.72462306862713e+18,68051968,2,5,44
't',1.724623068774459e+18,64891136,2,5,44
Key.space,1.724623068862698e+18,51987968,2,5,44
Key.backspace,1.724623069219715e+18,42808832,2,5,44
Key.backspace,1.724623069342822e+18,60290048,2,5,44
Key.backspace,1.724623069492855e+18,53090048,2,5,44
Key.backspace,1.724623069630556e+18,51862016,2,5,44
Key.backspace,1.724623069765908e+18,101340160,2,5,44
Key.space,1.724623070014183e+18,79416064,2,5,44
'h',1.724623070225058e+18,57831936,2,5,44
'o',1.724623070402308e+18,65547776,2,5,44
's',1.724623070662584e+18,72219904,2,5,44
't',1.724623070848771e+18,63802880,2,5,44
Key.space,1.724623071105608e+18,56681984,2,5,44
'w',1.724623071673084e+18,69233152,2,5,44
'h',1.724623071758816e+18,56443904,2,5,44
'e',1.724623071869538e+18,58743040,2,5,44
'n',1.724623071923113e+18,59525120,2,5,44
Key.space,1.724623072071121e+18,60707072,2,5,44
'h',1.724623072249494e+18,60561920,2,5,44
'e',1.724623072320616e+18,64496128,2,5,44
Key.space,1.724623072420724e+18,41007104,2,5,44
'm',1.724623072585069e+18,50646016,2,5,44
'a',1.724623072641872e+18,81005056,2,5,44
'd',1.724623072794257e+18,121972992,2,5,44
'e',1.724623072886796e+18,98425088,2,5,44
Key.space,1.72462307304447e+18,64099072,2,5,44
'r',1.724623073358202e+18,71211008,2,5,44
'e',1.724623073523979e+18,52631040,2,5,44
'm',1.724623073941375e+18,76583936,2,5,44
'a',1.724623074024153e+18,83973888,2,5,44
'r',1.724623074187373e+18,66376960,2,5,44
'k',1.724623074292068e+18,67572992,2,5,44
's',1.724623074418114e+18,61771008,2,5,44
Key.space,1.724623074525919e+18,45275904,2,5,44
'a',1.724623074760651e+18,92282880,2,5,44
'b',1.724623074873114e+18,59827968,2,5,44
'o',1.724623075066341e+18,58891008,2,5,44
'u',1.724623075224221e+18,59661056,2,5,44
't',1.724623075292579e+18,55795968,2,5,44
Key.space,1.724623075397088e+18,58244096,2,5,44
'h',1.724623075581862e+18,56381184,2,5,44
'i',1.724623075685044e+18,58728960,2,5,44
's',1.724623075717192e+18,66205184,2,5,44
Key.space,1.72462307586239e+18,51459072,2,5,44
'w',1.724623075996932e+18,50193920,2,5,44
'i',1.724623076103087e+18,69025792,2,5,44
'f',1.724623076235208e+18,96355072,2,5,44
'e',1.724623076477516e+18,77312000,2,5,44
'.',1.724623077197408e+18,60331008,2,5,44
Key.space,1.724623077677962e+18,59897088,2,5,44
'x',1.724623078219084e+18,73565952,2,1,44
'x',1.724623078383234e+18,71862016,2,1,44
'x',1.724623078531741e+18,80605952,2,1,44
'x',1.724623078672159e+18,72731136,2,1,44
'x',1.724623079281698e+18,63918848,2,1,44
'y',1.724623079972717e+18,59384064,2,1,44
'y',1.724623080130451e+18,48657152,2,1,44
'y',1.724623080286409e+18,39046912,2,1,44
'y',1.724623080425884e+18,59571200,2,1,44
'y',1.724623080572008e+18,67344128,2,1,44
'd',1.724623121048644e+18,89882880,2,6,44
'o',1.724623121196738e+18,68460032,2,6,44
'w',1.724623121350638e+18,85060864,2,6,44
'n',1.724623121449819e+18,58766080,2,6,44
Key.enter,1.724623122164919e+18,120781056,2,6,44
'B',1.724623151392129e+18,58742016,2,6,44
Key.shift,1.724623151248497e+18,241526016,2,6,44
'i',1.724623151562944e+18,71187968,2,6,44
'd',1.724623151651529e+18,74700032,2,6,44
'e',1.7246231517463e+18,97021184,2,6,44
'n',1.724623151823096e+18,64030976,2,6,44
Key.space,1.724623152000877e+18,63115008,2,6,44
's',1.724623152697175e+18,72156928,2,6,44
't',1.724623152883339e+18,70336000,2,6,44
'r',1.724623153058069e+18,58503936,2,6,44
'o',1.724623153104504e+18,59983872,2,6,44
'n',1.724623153261801e+18,65181952,2,6,44
'g',1.724623153366712e+18,48579840,2,6,44
'l',1.724623153447848e+18,87395072,2,6,44
Key.backspace,1.724623153887254e+18,40399872,2,6,44
Key.backspace,1.724623154428668e+18,37891072,2,6,44
Key.backspace,1.724623154566394e+18,52512000,2,6,44
Key.backspace,1.724623154708878e+18,48953856,2,6,44
Key.backspace,1.724623154849572e+18,52183808,2,6,44
Key.backspace,1.724623154987138e+18,56498944,2,6,44
Key.backspace,1.724623155128387e+18,44665856,2,6,44
's',1.724623156009807e+18,72001792,2,6,44
'u',1.72462315607567e+18,47053056,2,6,44
'p',1.724623156262865e+18,47783168,2,6,44
'p',1.724623156415782e+18,49871104,2,6,44
'o',1.724623156570488e+18,46665984,2,6,44
'r',1.724623156618956e+18,63676928,2,6,44
't',1.724623156753052e+18,76776192,2,6,44
Key.backspace,1.724623157238608e+18,59940096,2,6,44
Key.backspace,1.724623157377069e+18,62120960,2,6,44
Key.backspace,1.724623157505791e+18,48858112,2,6,44
Key.backspace,1.72462315763971e+18,53234944,2,6,44
Key.backspace,1.724623157780608e+18,45466112,2,6,44
Key.backspace,1.72462315790235e+18,64620032,2,6,44
Key.backspace,1.72462315804344e+18,63559936,2,6,44
'e',1.724623158199823e+18,50598912,2,6,44
'x',1.724623158370132e+18,69056000,2,1,44
'p',1.724623158452951e+18,76975872,2,6,44
'r',1.724623158601105e+18,71555072,2,6,44
'e',1.724623158759806e+18,65114112,2,6,44
's',1.724623158947565e+18,57683968,2,6,44
's',1.724623159107672e+18,60551936,2,6,44
'e',1.724623159470387e+18,39931136,2,6,44
'd',1.724623159609836e+18,64358912,2,6,44
Key.space,1.724623159684905e+18,44302080,2,6,44
's',1.724623160044524e+18,52000000,2,6,44
'u',1.724623160205202e+18,70430976,2,6,44
'p',1.724623160410052e+18,53164800,2,6,44
'p',1.724623160554535e+18,53071104,2,6,44
'o',1.72462316070824e+18,55937024,2,6,44
'r',1.724623160821409e+18,52125952,2,6,44
't',1.724623160977818e+18,44325888,2,6,44
Key.space,1.724623161077886e+18,45914112,2,6,44
'f',1.724623161802324e+18,63821056,2,6,44
'o',1.72462316189069e+18,59186944,2,6,44
'r',1.724623161978813e+18,62683136,2,6,44
Key.space,1.724623162058406e+18,58478080,2,6,44
't',1.724623162154084e+18,65961984,2,6,44
'h',1.724623162230968e+18,63736832,2,6,44
'e',1.724623162321447e+18,53760000,2,6,44
Key.space,1.724623162390917e+18,57492992,2,6,44
'N',1.724623164206416e+18,50490112,2,6,44
'A',1.724623164468148e+18,124220160,2,6,44
'T',1.724623164656099e+18,60600832,2,6,44
'O',1.724623164859095e+18,73819904,2,6,44
Key.shift,1.72462316388118e+18,1142568192,2,6,44
Key.space,1.724623165031522e+18,65423872,2,6,44
'c',1.724623165126495e+18,70408960,2,6,44
'o',1.724623165231001e+18,60704000,2,6,44
'u',1.72462316540181e+18,68594176,2,6,44
'n',1.724623165478867e+18,86284032,2,6,44
't',1.724623165579944e+18,64489984,2,6,44
'r',1.724623166136381e+18,67604992,2,6,44
'i',1.724623166215166e+18,80983040,2,6,44
'e',1.724623166335527e+18,62839040,2,6,44
's',1.724623166504185e+18,78237952,2,6,44
Key.space,1.724623166587123e+18,48476928,2,6,44
'd',1.724623166783086e+18,66552832,2,6,44
'u',1.724623166869968e+18,55926016,2,6,44
'r',1.724623166979875e+18,66473984,2,6,44
'i',1.724623167056909e+18,120728064,2,6,44
'n',1.724623167161517e+18,55176960,2,6,44
'g',1.724623167231942e+18,57211136,2,6,44
Key.space,1.724623167316956e+18,52796160,2,6,44
'h',1.724623167956856e+18,52108032,2,6,44
'i',1.724623168077403e+18,80514048,2,6,44
's',1.724623168209352e+18,72732160,2,6,44
Key.space,1.724623168290631e+18,49884160,2,6,44
'v',1.724623168438005e+18,68772096,2,6,44
'i',1.724623168544614e+18,65019136,2,6,44
's',1.724623168663851e+18,80550912,2,6,44
'i',1.724623168777725e+18,73092096,2,6,44
't',1.724623168887461e+18,64949760,2,6,44
Key.space,1.724623168991141e+18,51426816,2,6,44
Key.backspace,1.724623169341357e+18,60215040,2,6,44
Key.backspace,1.724623169483782e+18,40409088,2,6,44
Key.backspace,1.724623169610396e+18,26419200,2,6,44
Key.backspace,1.724623169805197e+18,64101888,2,6,44
Key.backspace,1.724623169948531e+18,61955072,2,6,44
Key.backspace,1.724623170083857e+18,71892992,2,6,44
'i',1.724623170546508e+18,76952064,2,6,44
'n',1.724623170668407e+18,84366080,2,6,44
't',1.724623170871864e+18,65088000,2,6,44
'e',1.724623170974715e+18,63626240,2,6,44
'r',1.724623171102468e+18,72538880,2,6,44
'n',1.724623171185787e+18,56770048,2,6,44
'a',1.724623171340865e+18,82423040,2,6,44
't',1.724623171520879e+18,61929984,2,6,44
'u',1.724623171605635e+18,33287936,2,6,44
'i',1.724623171595079e+18,54308096,2,6,44
'o',1.724623171728113e+18,66900992,2,6,44
'n',1.72462317187575e+18,54226176,2,6,44
Key.backspace,1.724623172173223e+18,51170048,2,6,44
Key.backspace,1.724623172299126e+18,56806912,2,6,44
Key.backspace,1.72462317243323e+18,69228800,2,6,44
Key.backspace,1.724623172571839e+18,71490048,2,6,44
'i',1.724623173114378e+18,60142080,2,6,44
'o',1.724623173275438e+18,65046016,2,6,44
'n',1.724623173421772e+18,50593024,2,6,44
'a',1.724623173873176e+18,82200832,2,6,44
'l',1.724623173941017e+18,66781952,2,6,44
Key.space,1.7246231741049e+18,56133888,2,6,44
'v',1.724623174535517e+18,78142976,2,6,44
'i',1.724623174615375e+18,65566976,2,6,44
's',1.724623174770998e+18,74899968,2,6,44
'i',1.724623174835433e+18,62631936,2,6,44
't',1.724623174979057e+18,60819200,2,6,44
's',1.724623175351748e+18,73154816,2,6,44
'.',1.724623175431684e+18,58784000,2,6,44
Key.space,1.724623175540901e+18,89830912,2,6,44
Key.backspace,1.724623176792871e+18,57209088,2,6,44
Key.backspace,1.724623176931327e+18,62118912,2,6,44
Key.backspace,1.724623177691789e+18,111873024,2,6,44
'.',1.724623178569059e+18,43710976,2,6,44
Key.space,1.72462317875281e+18,47889920,2,6,44
Key.shift,1.724623179131337e+18,87143168,2,6,44
'x',1.72462317957405e+18,58497024,2,1,44
'x',1.724623179722811e+18,81569024,2,1,44
'x',1.724623179884513e+18,68506880,2,1,44
'x',1.72462318003356e+18,60902912,2,1,44
'x',1.724623180698441e+18,63804928,2,1,44
'y',1.7246231808426e+18,64359168,2,1,44
'y',1.724623181032988e+18,51905024,2,1,44
'y',1.724623181188452e+18,46571008,2,1,44
'y',1.724623181345768e+18,33388032,2,1,44
'y',1.724623181478386e+18,60965120,2,1,44
'i',1.719248671174758e+18,45505024,3,1,36
't',1.719248671385943e+18,58374912,3,1,36
Key.space,1.719248671499087e+18,83153920,3,1,36
'i',1.71924867169932e+18,68312832,3,1,36
's',1.719248672859031e+18,84225024,3,1,36
Key.space,1.719248672962804e+18,87622144,3,1,36
'h',1.719248673122857e+18,55250944,3,1,36
'e',1.719248673209307e+18,96365056,3,1,36
'a',1.719248673427478e+18,102476032,3,1,36
'r',1.719248673513543e+18,52324096,3,1,36
't',1.719248673662014e+18,53541120,3,1,36
'w',1.719248674329255e+18,119417088,3,1,36
'a',1.719248675193664e+18,113284096,3,1,36
'r',1.719248675475365e+18,95386880,3,1,36
'm',1.719248675610351e+18,58214912,3,1,36
'i',1.719248675795326e+18,38503936,3,1,36
'n',1.719248675948396e+18,66123008,3,1,36
'g',1.719248676058468e+18,99813888,3,1,36
Key.space,1.719248676177979e+18,88525056,3,1,36
't',1.719248676878339e+18,98557952,3,1,36
'o',1.719248677007393e+18,100787968,3,1,36
Key.space,1.719248677142981e+18,98590976,3,1,36
's',1.719248677309332e+18,98464000,3,1,36
'e',1.719248677509504e+18,51622912,3,1,36
'e',1.719248677641068e+18,74100992,3,1,36
Key.space,1.719248677787e+18,104692992,3,1,36
't',1.719248677909644e+18,108025856,3,1,36
'h',1.719248678015715e+18,62199040,3,1,36
'e',1.719248678160681e+18,100401152,3,1,36
Key.space,1.719248678184548e+18,83252992,3,1,36
'p',1.719248678437533e+18,79124992,3,1,36
'l',1.719248678607647e+18,69696000,3,1,36
'a',1.719248678773662e+18,103813120,3,1,36
'y',1.71924867894164e+18,57650944,3,1,36
'e',1.71924867905846e+18,100221184,3,1,36
'r',1.719248679253658e+18,82492928,3,1,36
's',1.719248679469081e+18,85551872,3,1,36
Key.space,1.719248679567574e+18,114179072,3,1,36
't',1.719248680318715e+18,50929152,3,1,36
'a',1.719248680448306e+18,102595072,3,1,36
'k',1.71924868056941e+18,67448832,3,1,36
'e',1.719248680681586e+18,113345024,3,1,36
Key.space,1.719248680767845e+18,114885888,3,1,36
't',1.719248680974357e+18,67652096,3,1,36
'h',1.719248681149104e+18,60550912,3,1,36
'e',1.719248681251526e+18,94371072,3,1,36
Key.space,1.71924868132595e+18,95864064,3,1,36
'c',1.719248681502093e+18,83800064,3,1,36
'o',1.719248681593699e+18,80178944,3,1,36
'a',1.719248681736392e+18,98675968,3,1,36
'c',1.719248681985234e+18,85372160,3,1,36
'h',1.719248682141919e+18,62371072,3,1,36
Key.space,1.719248682265605e+18,84269824,3,1,36
'm',1.719248682481786e+18,68246784,3,1,36
'e',1.719248682584538e+18,98083840,3,1,36
's',1.719248682878942e+18,113284096,3,1,36
's',1.719248683091535e+18,65882880,3,1,36
'a',1.719248683290342e+18,96059136,3,1,36
'h',1.719248683449523e+18,58657024,3,1,36
'e',1.719248683587254e+18,78600960,3,1,36
Key.space,1.719248683666505e+18,92596992,3,1,36
't',1.719248684191833e+18,85341952,3,1,36
'o',1.719248684284423e+18,100019200,3,1,36
Key.space,1.719248684392025e+18,109249792,3,1,36
'h',1.719248684600847e+18,61236992,3,1,36
'e',1.719248684701456e+18,92926208,3,1,36
'a',1.719248684901367e+18,100390912,3,1,36
'r',1.719248684985891e+18,47323904,3,1,36
't',1.719248685162217e+18,48055040,3,1,36
Key.space,1.71924868525267e+18,99780096,3,1,36
'a',1.719248685436142e+18,137798912,3,1,36
'n',1.719248685534376e+18,65213184,3,1,36
'd',1.719248685692051e+18,103794176,3,1,36
Key.space,1.719248685754564e+18,95254016,3,1,36
't',1.719248685951086e+18,57216000,3,1,36
'h',1.71924868653681e+18,63794944,3,1,36
'e',1.719248686692104e+18,84520960,3,1,36
Key.space,1.719248686823327e+18,78208000,3,1,36
'w',1.719248687059948e+18,93022976,3,1,36
'a',1.719248687316431e+18,91627008,3,1,36
'y',1.71924868769206e+18,60643072,3,1,36
Key.space,1.719248687802039e+18,112796928,3,1,36
't',1.719248688719902e+18,47767040,3,1,36
'h',1.71924868887724e+18,58380032,3,1,36
'e',1.719248688985528e+18,104706816,3,1,36
'y',1.719248689049341e+18,68672000,3,1,36
Key.space,1.719248689136173e+18,100219904,3,1,36
'a',1.719248689257703e+18,104674048,3,1,36
'l',1.719248689392806e+18,56623104,3,1,36
'l',1.719248689519694e+18,81168896,3,1,36
Key.space,1.719248689635824e+18,98643968,3,1,36
'd',1.719248689733584e+18,89508096,3,1,36
'i',1.719248689832154e+18,53614848,3,1,36
's',1.71924868998756e+18,79745024,3,1,36
'p',1.719248690084157e+18,67112960,3,1,36
'l',1.719248690244053e+18,79090944,3,1,36
'a',1.719248690390973e+18,90949120,3,1,36
'y',1.719248691069062e+18,68914176,3,1,36
