R,Key.enter,1724463197147245000
P,Key.ctrl,1724463201380938000
R,Key.ctrl,1724463203510875000
P,Key.cmd,1724463207364923000
R,Key.cmd,1724463207777924000
P,Key.ctrl,1724463209493431000
R,Key.ctrl,1724463209822184000
P,'t',1724463226443803000
R,'t',1724463226503125000
P,'w',1724463226812778000
R,'w',1724463226912004000
P,'i',1724463227014980000
R,'i',1724463227082713000
P,Key.shift,1724463308159053000
P,'C',1724463308308952000
R,Key.shift,1724463308375526000
R,'c',1724463308447814000
P,'o',1724463308493624000
R,'o',1724463308593267000
P,'a',1724463308713226000
R,'a',1724463308846198000
P,'c',1724463308997885000
R,'c',1724463309113445000
P,'h',1724463309189022000
R,'h',1724463309312417000
P,Key.space,1724463309355311000
R,Key.space,1724463309500429000
P,'c',1724463310383484000
R,'c',1724463310460176000
P,'a',1724463310595068000
R,'a',1724463310714098000
P,'r',1724463310742990000
R,'r',1724463310790594000
P,'t',1724463310926944000
R,'t',1724463310990349000
P,'e',1724463311043180000
R,'e',1724463311132386000
P,'r',1724463311343455000
R,'r',1724463311432650000
P,Key.space,1724463312305297000
R,Key.space,1724463312444912000
P,'v',1724463312841762000
R,'v',1724463312927359000
P,'i',1724463313018414000
R,'i',1724463313080830000
P,'d',1724463313199691000
R,'d',1724463313291031000
P,'e',1724463313441772000
P,'o',1724463313497693000
R,'e',1724463313557451000
R,'o',1724463313597918000
P,Key.space,1724463313646450000
R,Key.space,1724463313759645000
P,'i',1724463313813516000
R,'i',1724463313910297000
P,'s',1724463313977731000
P,Key.space,1724463314052369000
R,'s',1724463314092656000
R,Key.space,1724463314140969000
P,'m',1724463314275703000
R,'m',1724463314332343000
P,'r',1724463314620045000
R,'r',1724463314723648000
P,Key.backspace,1724463315041085000
R,Key.backspace,1724463315149443000
P,'o',1724463315325452000
R,'o',1724463315401665000
P,'r',1724463315553542000
R,'r',1724463315648913000
P,'e',1724463315745094000
P,Key.space,1724463315842656000
R,'e',1724463315860059000
R,Key.space,1724463315964468000
P,'t',1724463316082745000
R,'t',1724463316215721000
P,'h',1724463316287084000
R,'h',1724463316343685000
P,'a',1724463316550040000
R,'a',1724463316674160000
P,'n',1724463316723684000
R,'n',1724463316856949000
P,Key.space,1724463316913002000
R,Key.space,1724463317060876000
P,'j',1724463317330201000
R,'j',1724463317410566000
P,'u',1724463317571868000
R,'u',1724463317663552000
P,'s',1724463317710369000
R,'s',1724463317834650000
P,'t',1724463318057400000
R,'t',1724463318188922000
P,Key.space,1724463318236156000
R,Key.space,1724463318367524000
P,'a',1724463318443112000
R,'a',1724463318553893000
P,Key.space,1724463318597171000
R,Key.space,1724463318737484000
P,'m',1724463318889369000
R,'m',1724463318993113000
P,'o',1724463319171779000
R,'o',1724463319260003000
P,'t',1724463319730111000
R,'t',1724463319824436000
P,'i',1724463319846342000
R,'i',1724463319933518000
P,'v',1724463320076070000
R,'v',1724463320195022000
P,'a',1724463320312993000
R,'a',1724463320433044000
P,'t',1724463320576736000
