R,Key.enter,1719249911583169000
P,'c',1719249949655104000
R,'c',1719249949752100000
P,'o',1719249949792291000
R,'o',1719249949880298000
P,'a',1719249949945896000
R,'a',1719249950066384000
P,'c',1719249950250100000
R,'c',1719249950343641000
P,'h',1719249950403139000
R,'h',1719249950500021000
P,Key.space,1719249951013465000
R,Key.space,1719249951099396000
P,'c',1719249951599483000
R,'c',1719249951700967000
P,'a',1719249951885636000
R,'a',1719249951984621000
P,'r',1719249952066760000
R,'r',1719249952126479000
P,'t',1719249952220162000
R,'t',1719249952306991000
P,'e',1719249952308362000
R,'e',1719249952413396000
P,'r',1719249952425846000
R,'r',1719249952508991000
P,Key.space,1719249952549205000
R,Key.space,1719249952652886000
P,'-',1719249954635515000
R,'-',1719249954726574000
P,Key.space,1719249954839267000
R,Key.space,1719249954942572000
P,Key.shift,1719249955428897000
P,'C',1719249955654721000
R,Key.shift,1719249955735128000
P,'o',1719249955736955000
R,'c',1719249955768940000
R,'o',1719249955815301000
P,'a',1719249955979551000
R,'a',1719249956071626000
P,'c',1719249956220173000
P,'h',1719249956335585000
R,'c',1719249956336408000
R,'h',1719249956444201000
P,Key.space,1719249956495944000
R,Key.space,1719249956610720000
P,'c',1719249957036074000
R,'c',1719249957134796000
P,'o',1719249957158571000
R,'o',1719249957238732000
P,'m',1719249957351764000
R,'m',1719249957419059000
P,'p',1719249957535624000
R,'p',1719249957609623000
P,'o',1719249957863258000
R,'o',1719249957941064000
P,'s',1719249958074491000
R,'s',1719249958165100000
P,'e',1719249958283435000
R,'e',1719249958374932000
P,'d',1719249958483417000
R,'d',1719249958562318000
P,Key.space,1719249958592372000
R,Key.space,1719249958716072000
P,'f',1719249960178151000
R,'f',1719249960272112000
P,'i',1719249960429526000
R,'i',1719249960513054000
P,'r',1719249960586398000
R,'r',1719249960687050000
P,'m',1719249960741585000
R,'m',1719249960827311000
P,Key.space,1719249960962409000
R,Key.space,1719249961043071000
P,'h',1719249962108977000
R,'h',1719249962144725000
P,'a',1719249962206092000
P,'n',1719249962319947000
R,'a',1719249962324499000
R,'n',1719249962395568000
P,'d',1719249962473701000
R,'d',1719249962582595000
P,'l',1719249962595933000
R,'l',1719249962666750000
P,'i',1719249962802770000
R,'i',1719249962866648000
P,'n',1719249962984518000
R,'n',1719249963057805000
P,'g',1719249963115511000
R,'g',1719249963209023000
P,Key.space,1719249963254434000
R,Key.space,1719249963332713000
P,'o',1719249963984030000
R,'o',1719249964060162000
P,'f',1719249964265339000
R,'f',1719249964370072000
P,Key.space,1719249964416588000
R,Key.space,1719249964544113000
P,'t',1719249964545604000
R,'t',1719249964661206000
P,'h',1719249964671347000
R,'h',1719249964748596000
P,'e',1719249964828117000
P,Key.space,1719249964913123000
R,'e',1719249964928712000
R,Key.space,1719249965018524000
P,'s',1719249965128139000
R,'s',1719249965251699000
P,'i',1719249965319752000
R,'i',1719249965402980000
P,'t',1719249965554219000
R,'t',1719249965641674000
P,'u',1719249965697002000
R,'u',1719249965767509000
P,'a',1719249965915861000
R,'a',1719249966016446000
P,'t',1719249966200915000
R,'t',1719249966288275000
P,'i',1719249966686970000
R,'i',1719249966777359000
P,'o',1719249966887100000
R,'o',1719249966958340000
P,'n',1719249967086677000
R,'n',1719249967203550000
P,Key.space,1719249967229007000
R,Key.space,1719249967334036000
P,'c',1719249967519255000
R,'c',1719249967623693000
P,'l',1719249967670220000
R,'l',1719249967770875000
P,'a',1719249967825690000
R,'a',1719249967937077000
P,'r',1719249968207084000
R,'r',1719249968287421000
P,'i',1719249968416117000
R,'i',1719249968479564000
P,'f',1719249968729944000
R,'f',1719249968829667000
P,'y',1719249968979671000
R,'y',1719249969041108000
P,'i',1719249969174603000
R,'i',1719249969241616000
P,'n',1719249969354007000
R,'n',1719249969433939000
P,'g',1719249969478858000
R,'g',1719249969592720000
P,Key.space,1719249969627708000
R,Key.space,1719249969715606000
P,'h',1719249970138330000
R,'h',1719249970199906000
P,'i',1719249970333985000
R,'i',1719249970399086000
P,'s',1719249970506217000
R,'s',1719249970629373000
P,Key.space,1719249970683009000
R,Key.space,1719249970783771000
P,'r',1719249970969411000
R,'r',1719249971052382000
P,'o',1719249971087101000
R,'o',1719249971170772000
P,'l',1719249971284401000
R,'l',1719249971369651000
P,'e',1719249971470352000
R,'e',1719249971534912000
P,Key.space,1719249971647913000
R,Key.space,1719249971753407000
P,'a',1719249972086811000
R,'a',1719249972209361000
P,'n',1719249972233421000
R,'n',1719249972309267000
P,'d',1719249972670448000
R,'d',1719249972758758000
P,Key.space,1719249972817640000
R,Key.space,1719249972924309000
P,'s',1719249972953396000
R,'s',1719249973069526000
P,'e',1719249973221125000
R,'e',1719249973317115000
P,'t',1719249973592608000
R,'t',1719249973663058000
